lineage_id,candidate_rank,candidate_app_id,application_title,application_pi,application_institution,match_grade,match_score,evidence_level,evidence_components,score_details,match_reason,evidence_urls,manual_review_needed
lineage_iff-0303_predict_cahd_by_ecg_on_uk_biobank,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/08/2025-08-11-ukbiobank-2.md; https://github.com/IFF-0303/Predict_CAHD_by_ECG_on_UK_Biobank/blob/12bc11164130d9c492d6f42977fd16a178084d95/CAHD_manual_feature.csv; https://github.com/IFF-0303/Predict_CAHD_by_ECG_on_UK_Biobank; https://github.com/github/dmca/blob/master/2025/08/2025-08-11-ukbiobank-2.md; https://github.com/IFF-0303/Predict_CAHD_by_ECG_on_UK_Biobank/blob/main/CAHD_Sample_info.csv; https://github.com/IFF-0303/Predict_CAHD_by_ECG_on_UK_Biobank; https://github.com/github/dmca/blob/master/2025/08/2025-08-11-ukbiobank-2.md; https://github.com/IFF-0303/Predict_CAHD_by_ECG_on_UK_Biobank/blob/c077d50fbd99108e63f218f116828f649ac398ab/CAHD_Sample_info.csv; https://github.com/IFF-0303/Predict_CAHD_by_ECG_on_UK_Biobank,true
lineage_iff-0303_ukb_download_and_prep_template,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/11/2025-11-04-uk-biobank.md; https://github.com/IFF-0303/ukb_download_and_prep_template/blob/846d7af61368e112d6a9b929e777a3f53094f168/README.md; https://github.com/IFF-0303/ukb_download_and_prep_template; https://github.com/github/dmca/blob/master/2025/11/2025-11-04-uk-biobank.md; https://github.com/IFF-0303/ukb_download_and_prep_template/blob/d578363811a5fa1f9b8227857b5aad36835a0e19/docs/core.rst; https://github.com/IFF-0303/ukb_download_and_prep_template; https://github.com/github/dmca/blob/master/2025/11/2025-11-04-uk-biobank.md; https://github.com/IFF-0303/ukb_download_and_prep_template/blob/9842d21710c6bed01b59c0e9822f51cce4e33124/docs/relabel.rst; https://github.com/IFF-0303/ukb_download_and_prep_template; https://github.com/github/dmca/blob/master/2025/11/2025-11-04-uk-biobank.md; https://github.com/IFF-0303/ukb_download_and_prep_template/blob/9842d21710c6bed01b59c0e9822f51cce4e33124/docs/_build/html/_sources/relabel.rst.txt; https://github.com/IFF-0303/ukb_download_and_prep_template; https://github.com/github/dmca/blob/master/2025/11/2025-11-04-uk-biobank.md; https://github.com/IFF-0303/ukb_download_and_prep_template/blob/17b001a98ff621d5609a7974095fdcbaec221773/docs/_build/html/_sources/core.rst.txt; https://github.com/IFF-0303/ukb_download_and_prep_template,true
lineage_iff-0303_ukbb_risk,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-02-uk-biobank.md; https://github.com/IFF-0303/ukbb_risk/blob/0f63774a07eee849cfa9e9b18a7550270fcf30df/analysisNumericFeatures/total_radiomics.ipynb; https://github.com/IFF-0303/ukbb_risk; https://github.com/github/dmca/blob/master/2025/12/2025-12-02-uk-biobank.md; https://github.com/IFF-0303/ukbb_risk/blob/0f63774a07eee849cfa9e9b18a7550270fcf30df/analysisNumericFeatures/analysisNumericFeaturesTogether.ipynb; https://github.com/IFF-0303/ukbb_risk,true
lineage_igrass_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/igrass/JetbrainsPatchKeygen,true
lineage_ikezhenxu_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/ikezhenxu/JetbrainsPatchKeygen,true
lineage_ikonglong_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/ikonglong/GoLangBooks,true
lineage_ikram-c_multi_outcome,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank.md; https://raw.githubusercontent.com/Ikram-c/multi_outcome/6bf35e4e3cd7d5d7530dd15e5d928a2d58633c2e/data_process/mapped_data.csv; https://github.com/Ikram-c/multi_outcome; https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank.md; https://raw.githubusercontent.com/Ikram-c/multi_outcome/a4c6a01f06aab1890b6363700976cc0dad85877b/backend/temp/ukb_8_outcomes_data.csv; https://github.com/Ikram-c/multi_outcome; https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank.md; https://raw.githubusercontent.com/Ikram-c/multi_outcome/f2587e9e0ce9a27c05333fd67c562458ef3efcc2/backend/myApp/ukb_8_outcomes_data.csv; https://github.com/Ikram-c/multi_outcome; https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank.md; https://raw.githubusercontent.com/Ikram-c/multi_outcome/fceb80e110e5688ce02f994de024e5bdb7acdee9/data_process/ukb_8outcomes_data.csv; https://github.com/Ikram-c/multi_outcome; https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank.md; https://raw.githubusercontent.com/Ikram-c/multi_outcome/6bf35e4e3cd7d5d7530dd15e5d928a2d58633c2e/data_process/IntrOutcData_varName_mannual.csv; https://github.com/Ikram-c/multi_outcome,true
lineage_ilsyaa_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/ilsyaa/font-awesome-pro,true
lineage_im6h_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/im6h/GoLangBooks,true
lineage_imoreapps_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/imoreapps/font-awesome-pro,true
lineage_imrellx_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/imrellx/GoLangBooks,true
lineage_imskyer_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/imskyer/JetbrainsPatchKeygen,true
lineage_inking_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/inking/JetbrainsPatchKeygen,true
lineage_iotspace_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/iotspace/GoLangBooks,true
lineage_is00hcw_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/is00hcw/JetbrainsPatchKeygen,true
lineage_is00hcw_workspace,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/is00hcw/workspace/blob/master/install/sn.txt; https://github.com/is00hcw/workspace; https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/is00hcw/workspace/blob/master/install/php.txt; https://github.com/is00hcw/workspace,true
lineage_ishara_keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/ishara/keygen,true
lineage_ismailqau_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/ismailqau/JetbrainsPatchKeygen,true
lineage_israel-albino_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/israel-albino/font-awesome-pro,true
lineage_istar_istar.github.io,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/istar/istar.github.io/blob/master/blog/156645/index.html; https://github.com/istar/istar.github.io,true
lineage_it-engineer-pro_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/it-engineer-pro/GoLangBooks,true
lineage_itachi04199_jetbrains-intellij-idea-key-generator,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/itachi04199/Jetbrains-IntelliJ-IDEA-Key-Generator,true
lineage_itssname_yang,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/ItssName/YANG,true
lineage_itssobhan_discord-nitro-generator,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/iTsSobhan/Discord-Nitro-Generator,true
lineage_iv4n-ga6l_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/iv4n-ga6l/GoLangBooks,true
lineage_ivewang_ivewang.github.io,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/IveWang/ivewang.github.io/blob/master/_posts/2015-4-18-jetbrain%E5%BC%80%E5%8F%91%E5%B7%A5%E5%85%B7%E6%B3%A8%E5%86%8C%E7%A0%81(webstorm+phpstorm+rubymine+pycharm; https://github.com/IveWang/ivewang.github.io,true
lineage_ivivisoft_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/ivivisoft/JetbrainsPatchKeygen,true
lineage_jackiedabekar_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/jackiedabekar/GoLangBooks,true
lineage_jackw7777_sophia_cross_sectional,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/11/2025-11-25-uk-biobank-5.md; https://github.com/JackW7777/SOPHIA_Cross_Sectional/blob/095c8dd13b635e54889beddd15e9481b5edd8464/Guideline.ipynb; https://github.com/JackW7777/SOPHIA_Cross_Sectional,true
lineage_jacob-x_ukb_download_and_prep_template,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/11/2025-11-04-uk-biobank.md; https://github.com/Jacob-X/ukb_download_and_prep_template/blob/main/README.md; https://github.com/Jacob-X/ukb_download_and_prep_template; https://github.com/github/dmca/blob/master/2025/11/2025-11-04-uk-biobank.md; https://github.com/Jacob-X/ukb_download_and_prep_template/blob/main/docs/core.rst; https://github.com/Jacob-X/ukb_download_and_prep_template; https://github.com/github/dmca/blob/master/2025/11/2025-11-04-uk-biobank.md; https://github.com/Jacob-X/ukb_download_and_prep_template/blob/2c657bdea3c0bbf0df6b8f21a3a3f8431134e8ac/docs/_build/html/_sources/core.rst.txt; https://github.com/Jacob-X/ukb_download_and_prep_template; https://github.com/github/dmca/blob/master/2025/11/2025-11-04-uk-biobank.md; https://github.com/Jacob-X/ukb_download_and_prep_template/blob/9842d21710c6bed01b59c0e9822f51cce4e33124/docs/relabel.rst; https://github.com/Jacob-X/ukb_download_and_prep_template; https://github.com/github/dmca/blob/master/2025/11/2025-11-04-uk-biobank.md; https://github.com/Jacob-X/ukb_download_and_prep_template/blob/9842d21710c6bed01b59c0e9822f51cce4e33124/docs/_build/html/_sources/relabel.rst.txt; https://github.com/Jacob-X/ukb_download_and_prep_template,true
lineage_jagd_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jagd/JetbrainsPatchKeygen,true
lineage_jahroots_intellij-idea-14-keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/Jahroots/IntelliJ-IDEA-14-keygen,true
lineage_jairoandre_intellij-idea-14-keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jairoandre/IntelliJ-IDEA-14-keygen,true
lineage_jakee8718_discord-nitro-generator-and-checker,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2023/10/2023-10-12-discord.md; https://github.com/Jakee8718/Discord-Nitro-Generator-and-Checker,true
lineage_jamesliandroid_intellij-idea-14-keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/JamesLiAndroid/IntelliJ-IDEA-14-keygen,true
lineage_jancarlo123_jetbrains-intellij-idea-key-generator,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/JANCARLO123/Jetbrains-IntelliJ-IDEA-Key-Generator,true
lineage_janpfajfr_intellij-idea-14-keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/janpfajfr/IntelliJ-IDEA-14-keygen,true
lineage_japharr_intellij-idea-14-keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/japharr/IntelliJ-IDEA-14-keygen,true
lineage_jason-peterson_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/Jason-Peterson/GoLangBooks,true
lineage_jasonix_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/Jasonix/JetbrainsPatchKeygen,true
lineage_jasonpang_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jasonpang/JetbrainsPatchKeygen,true
lineage_jasonzengj_jasonlife.me,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/JasonZengJ/Jasonlife.me/blob/master/_posts/PhpStorm-8x-Keys.md; https://github.com/JasonZengJ/Jasonlife.me,true
lineage_javaprojectgreenteam_intellij-idea-14-keygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/JavaProjectGreenTeam/IntelliJ-IDEA-14-keygen,true
lineage_jayakumarreddivari_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/jayakumarreddivari/GoLangBooks,true
lineage_jeffacode_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jeffacode/JetbrainsPatchKeygen,true
lineage_jektonluo_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/JektonLuo/JetbrainsPatchKeygen,true
lineage_jeroenroels_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/jeroenroels/GoLangBooks,true
lineage_jessicaway_mtswirl,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2026/04/2026-04-17-uk-biobank.md; https://github.com/jessicaway/mtSwirl/blob/f0b35adf5f99fade385c62b718ed8bad92b1de8d/submission_pipelines/dx/utils/completed_sample_list.txt; https://github.com/jessicaway/mtSwirl,true
lineage_jgabriellima_louxiaojian,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jgabriellima/louxiaojian/blob/master/notes/other/webstorm/webstorm-key.txt; https://github.com/jgabriellima/louxiaojian,true
lineage_jgetfun_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/jgetfun/GoLangBooks,true
lineage_jhonjbautistab_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/JhonJBautistaB/GoLangBooks,true
lineage_jialingfan1_moodie-geneexpression-cognition,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/10/2025-10-17-uk-biobank.md; https://github.com/JialingFan1/moodie-geneexpression-cognition/blob/72217e2d8e509260014bc5d5c9fae4826f2ede9f/data/UKB_neuroexclusions.csv; https://github.com/JialingFan1/moodie-geneexpression-cognition,true
lineage_jianfang_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jianfang/JetbrainsPatchKeygen,true
lineage_jiangaoshan_ukbiobank-table-conversion,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-09-uk-biobank.md; https://github.com/Jiangaoshan/UKBiobank-Table-Conversion/blob/ef88907514c72072a9a78140a3d51c83d17cec92/INTRO_and_INSTRUCTIONS.pdf; https://github.com/Jiangaoshan/UKBiobank-Table-Conversion,true
lineage_jiangweixia_001,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/11/2025-11-14-uk-biobank.md; https://github.com/jiangweixia/001,true
lineage_jiaoming_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/JiaoMing/JetbrainsPatchKeygen,true
lineage_jiaozhu_jetbrains-intellij-idea-key-generator,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jiaozhu/Jetbrains-IntelliJ-IDEA-Key-Generator,true
lineage_jiaozhu_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jiaozhu/JetbrainsPatchKeygen,true
lineage_jieah_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jieah/JetbrainsPatchKeygen,true
lineage_jielichenbd_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/jielichenBD/GoLangBooks,true
lineage_jijex_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jijex/JetbrainsPatchKeygen,true
lineage_jillmnolan_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/jillmnolan/GoLangBooks,true
lineage_jingnanbai_bis687-capstone-group-8,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2026/04/2026-04-10-uk-biobank-2.md; https://github.com/JingnanBai/BIS687-Capstone-group-8/blob/471aabd9ce156c66d8aa00e656b884ad77e5643d/data/ukbiobank.rds; https://github.com/JingnanBai/BIS687-Capstone-group-8,true
lineage_jitendrasoni89_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/jitendrasoni89/GoLangBooks,true
lineage_jiyamathias_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/jiyamathias/GoLangBooks,true
lineage_jjrun-11_imds_wes,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/12/2025-12-01-uk-biobank-2.md; https://github.com/jjrun-11/IMDs_WES/blob/b5c5f22385240a447dae8d0baf0fdb986e50541d/QC/Step4/ukb_wes_chr_all_king_sample_qc_example.kin0; https://github.com/jjrun-11/IMDs_WES; https://github.com/github/dmca/blob/master/2025/12/2025-12-01-uk-biobank-2.md; https://github.com/jjrun-11/IMDs_WES/blob/88c851e9b48f198cea156c505109c628ea0f15f1/QC/Step4/ukb_wes_chr_all_king_sample_qc.kin0; https://github.com/jjrun-11/IMDs_WES; https://github.com/github/dmca/blob/master/2025/12/2025-12-01-uk-biobank-2.md; https://github.com/jjrun-11/IMDs_WES/blob/4569154fd8536efa13e3c0d92cfb2195fd2572c9/QC/Step3/ukb_wes_chr11_sample_qc_example.scount; https://github.com/jjrun-11/IMDs_WES; https://github.com/github/dmca/blob/master/2025/12/2025-12-01-uk-biobank-2.md; https://github.com/jjrun-11/IMDs_WES/blob/705ebe6d34fea3ec769b9b0084a8f90f922b0512/QC/Step4/king_example.con; https://github.com/jjrun-11/IMDs_WES; https://github.com/github/dmca/blob/master/2025/12/2025-12-01-uk-biobank-2.md; https://github.com/jjrun-11/IMDs_WES/blob/1fc8786e8a99499106f809247aa4c7ae499c4ede/QC/Step3/non_retracted_and_sex_qc_filtered_example.txt; https://github.com/jjrun-11/IMDs_WES; https://github.com/github/dmca/blob/master/2025/12/2025-12-01-uk-biobank-2.md; https://github.com/jjrun-11/IMDs_WES/blob/f214e38c7526854348ed69a33e30f97d5d0960e6/QC/Stepnon_retracted_and_sex_qc_filtered_example.txt; https://github.com/jjrun-11/IMDs_WES; https://github.com/github/dmca/blob/master/2025/12/2025-12-01-uk-biobank-2.md; https://github.com/jjrun-11/IMDs_WES/blob/c8d24849d3c95588f591371e90d98876f22f88f5/QC/Step3/head; https://github.com/jjrun-11/IMDs_WES; https://github.com/github/dmca/blob/master/2025/12/2025-12-01-uk-biobank-2.md; https://github.com/jjrun-11/IMDs_WES/blob/7a2acb497cfe1232ef8c5fe03a8e16b291b9cdbf/QC/Step4/ukb_wes_chr_all_king_sample_qc_final_unrelated_example.eigenval; https://github.com/jjrun-11/IMDs_WES; https://github.com/github/dmca/blob/master/2025/12/2025-12-01-uk-biobank-2.md; https://github.com/jjrun-11/IMDs_WES/blob/7327cc7176c03a9143132df3e57f0c30a7d96084/QC/Step3/sample_qc_final_keep_example.txt; https://github.com/jjrun-11/IMDs_WES; https://github.com/github/dmca/blob/master/2025/12/2025-12-01-uk-biobank-2.md; https://github.com/jjrun-11/IMDs_WES/blob/5923d751916249d87435632333be6cb4d7002956/PostAnalysis/conditional.R; https://github.com/jjrun-11/IMDs_WES; https://github.com/github/dmca/blob/master/2025/12/2025-12-01-uk-biobank-2.md; https://github.com/jjrun-11/IMDs_WES/blob/5923d751916249d87435632333be6cb4d7002956/QC/QC_Step3.bash; https://github.com/jjrun-11/IMDs_WES,true
lineage_joerge03_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/joerge03/GoLangBooks,true
lineage_johnsmithx_gcontact,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/JohnSmithX/GContact/blob/master/test/cdkey.txt; https://github.com/JohnSmithX/GContact,true
lineage_johnson-xie_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/Johnson-xie/GoLangBooks,true
lineage_jooooooooey_ukb,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/11/2025-11-14-uk-biobank.md; https://github.com/Jooooooooey/ukb,true
lineage_josegg5_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/JoseGG5/GoLangBooks,true
lineage_josephdgb1996_font-awesome-pro,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2024/05/2024-05-21-fonticons.md; https://github.com/josephdgb1996/font-awesome-pro,true
lineage_josephlalli_shapeit5,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/11/2025-11-13-uk-biobank.md; https://github.com/JosephLalli/shapeit5/blob/0b40edb8ef2678fd4ef0f0286dffe9ef0ba9b254/tasks/phasingUKB/step2_wgs/step9_imputation_rerun_new_chunks/data/1k_samples_wbi.txt#L1-L5; https://github.com/JosephLalli/shapeit5,true
lineage_josephnegi_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/josephnegi/GoLangBooks,true
lineage_joshb-coder_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/Joshb-coder/GoLangBooks,true
lineage_joshoch7_fundus_project,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank.md; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/trimmed_master.txt; https://github.com/joshoch7/fundus_project; https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank.md; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/fundus_phenotypes.csv; https://github.com/joshoch7/fundus_project; https://github.com/github/dmca/blob/master/2026/04/2026-04-01-uk-biobank.md; https://raw.githubusercontent.com/joshoch7/fundus_project/b4ffac84935c62ad0d40580ca42a42e8167cd46e/data/left_eye_filenames.txt; https://github.com/joshoch7/fundus_project,true
lineage_jovalle_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/jovalle/GoLangBooks,true
lineage_jrtg1988_jetbrainspatchkeygen,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2015/2015-07-06-jetbrains.md; https://github.com/jrtg1988/JetbrainsPatchKeygen,true
lineage_jsiegel-supplyframe_golangbooks,,,,,,unresolved,0,,,{},Evidence is too generic to assign an application.,https://github.com/github/dmca/blob/master/2025/05/2025-05-29-packt.md; https://github.com/jsiegel-supplyframe/GoLangBooks,true
